pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
7536	A football player is running into an official carrying a football	A football player is running past an official carrying a football	NEUTRAL	4	A_neutral_B	B_neutral_A	a football player runs past an official carrying a football	a football player runs past an official carrying a football	FLICKR	FLICKR	TEST
7537	A football player is running past an official carrying a football	A football player is carrying an official past a rolling football	NEUTRAL	4.1	A_neutral_B	B_contradicts_A	a football player runs past an official carrying a football	a football player runs past an official carrying a football	FLICKR	FLICKR	TRAIN
7538	A football player in a purple jersey is breathlessly running with the ball for a touchdown	A football player in a purple jersey is running with the ball for a touchdown	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a football player in a purple jersey is running the ball in for a touchdown	a football player in a purple jersey is running the ball in for a touchdown	FLICKR	FLICKR	TEST
7539	A football player in a purple jersey is running with the ball for a touchdown	There is no football player in a purple jersey running with the ball for a touchdown	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a football player in a purple jersey is running the ball in for a touchdown	a football player in a purple jersey is running the ball in for a touchdown	FLICKR	FLICKR	TRAIN
7540	A football player in a purple jersey is breathlessly running with the ball for a touchdown	A football player is running past an official carrying a football	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a football player runs past an official carrying a football	a football player in a purple jersey is running the ball in for a touchdown	FLICKR	FLICKR	TEST
7541	There is no football player in a purple jersey running with the ball for a touchdown	A football player is running past an official carrying a football	NEUTRAL	3.3	A_contradicts_B	B_neutral_A	a football player runs past an official carrying a football	a football player in a purple jersey is running the ball in for a touchdown	FLICKR	FLICKR	TRIAL
7542	A football player in a purple jersey is running with the ball for a touchdown	A person playing football is running past an official carrying a football	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a football player in a purple jersey is running the ball in for a touchdown	a football player runs past an official carrying a football	FLICKR	FLICKR	TRAIN
7543	A football player in a purple jersey is running with the ball for a touchdown	A football player is running into an official carrying a football	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a football player in a purple jersey is running the ball in for a touchdown	a football player runs past an official carrying a football	FLICKR	FLICKR	TRAIN
7544	A football player is carrying an official past a rolling football	A football player in a purple jersey is running with the ball for a touchdown	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a football player in a purple jersey is running the ball in for a touchdown	a football player runs past an official carrying a football	FLICKR	FLICKR	TRIAL
7545	A football player in a purple jersey is running with the ball for a touchdown	A football player is running past an official carrying a football	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a football player runs past an official carrying a football	a football player in a purple jersey is running the ball in for a touchdown	FLICKR	FLICKR	TRAIN
7546	A young girl in a blue leotard is jumping in the air	A young girl in a leotard colored in blue is jumping in the air	ENTAILMENT	5	A_entails_B	B_entails_A	a young girl wearing a blue leotard jumps in the air	a young girl wearing a blue leotard jumps in the air	FLICKR	FLICKR	TRIAL
7547	A young girl in a blue leotard is jumping on the ground	A young girl in a blue leotard is jumping in the air	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a young girl wearing a blue leotard jumps in the air	a young girl wearing a blue leotard jumps in the air	FLICKR	FLICKR	TRAIN
7548	The young girl in blue is jumping in the air	A young girl in blue is jumping in the air	ENTAILMENT	5	A_entails_B	B_entails_A	a young girl wearing blue is jumping in the air	a young girl wearing blue is jumping in the air	FLICKR	FLICKR	TRIAL
7549	A young girl in blue is jumping in the air	There is no girl in blue jumping in the air	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a young girl wearing blue is jumping in the air	a young girl wearing blue is jumping in the air	FLICKR	FLICKR	TRAIN
7550	A young girl in a blue leotard is jumping in the air	The young girl in blue is jumping in the air	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a young girl wearing a blue leotard jumps in the air	a young girl wearing blue is jumping in the air	FLICKR	FLICKR	TRAIN
7551	A young girl in a blue leotard is jumping in the air	There is no girl in blue jumping in the air	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a young girl wearing a blue leotard jumps in the air	a young girl wearing blue is jumping in the air	FLICKR	FLICKR	TRAIN
7552	A young girl in a leotard colored in blue is jumping in the air	A young girl in blue is jumping in the air	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a young girl wearing blue is jumping in the air	a young girl wearing a blue leotard jumps in the air	FLICKR	FLICKR	TEST
7553	A young girl in blue is jumping in the air	A young girl in a blue leotard is jumping on the ground	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a young girl wearing blue is jumping in the air	a young girl wearing a blue leotard jumps in the air	FLICKR	FLICKR	TRAIN
7554	A young girl in a blue leotard is jumping in the air	A young girl in blue is jumping in the air	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a young girl wearing a blue leotard jumps in the air	a young girl wearing blue is jumping in the air	FLICKR	FLICKR	TRAIN
7555	A boy, who is little, is sitting in a green tunnel with a smile on his face	A little boy is sitting in a green tunnel with a smile on his face	ENTAILMENT	4.8	A_entails_B	B_entails_A	little boy sitting in a green tunnel with a smile on his face	little boy sitting in a green tunnel with a smile on his face	FLICKR	FLICKR	TEST
7556	A little boy is sitting in a green tunnel with a smile on his face	A little boy is crawling in a green tunnel with a smile on his face	NEUTRAL	4.6	A_neutral_B	B_neutral_A	little boy sitting in a green tunnel with a smile on his face	little boy sitting in a green tunnel with a smile on his face	FLICKR	FLICKR	TRAIN
7557	A small boy in a striped shirt is sliding out of a green tube	A little boy in a striped shirt is sliding out of a green tube	ENTAILMENT	4.9	A_entails_B	B_entails_A	small boy in striped shirt sliding out of green tube	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TRAIN
7558	A small boy in a striped shirt is sliding out of a green tube	A small shirtless boy is sliding into a green tube	NEUTRAL	4.1	A_neutral_B	B_neutral_A	small boy in striped shirt sliding out of green tube	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TRAIN
7559	A small boy in a green shirt is striping a sliding tube	A small boy in a striped shirt is sliding out of a green tube	NEUTRAL	3	A_neutral_B	B_neutral_A	small boy in striped shirt sliding out of green tube	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TRAIN
7560	A little boy is sitting in a green tunnel with a smile on his face	A little boy in a striped shirt is sliding out of a green tube	NEUTRAL	3.3	A_neutral_B	B_neutral_A	little boy sitting in a green tunnel with a smile on his face	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TEST
7561	A little boy is sitting in a green tunnel with a smile on his face	A small shirtless boy is sliding into a green tube	NEUTRAL	3	A_neutral_B	B_neutral_A	little boy sitting in a green tunnel with a smile on his face	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TRAIN
7562	A little boy is sitting in a green tunnel with a smile on his face	A small boy in a green shirt is striping a sliding tube	NEUTRAL	3.1	A_neutral_B	B_neutral_A	little boy sitting in a green tunnel with a smile on his face	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TEST
7563	A boy, who is little, is sitting in a green tunnel with a smile on his face	A small boy in a striped shirt is sliding out of a green tube	NEUTRAL	3.5	A_neutral_B	B_neutral_A	small boy in striped shirt sliding out of green tube	little boy sitting in a green tunnel with a smile on his face	FLICKR	FLICKR	TRAIN
7564	A small boy in a striped shirt is sliding out of a green tube	A little boy is crawling in a green tunnel with a smile on his face	NEUTRAL	3.6	A_neutral_B	B_neutral_A	small boy in striped shirt sliding out of green tube	little boy sitting in a green tunnel with a smile on his face	FLICKR	FLICKR	TRAIN
7565	A small boy in a striped shirt is sliding out of a green tube	A little boy is sitting in a green tunnel with a smile on his face	NEUTRAL	3.3	A_neutral_B	B_neutral_A	little boy sitting in a green tunnel with a smile on his face	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TEST
7566	The person is flying through the air on a bicycle	The person is flying through the air on the bicycle	ENTAILMENT	4.8	A_entails_B	B_entails_A	a person flying through the air on a bicycle	a person flying through the air on a bicycle	FLICKR	FLICKR	TEST
7567	The person is flying through the air on a bicycle	The person is not flying through the air on a bicycle	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a person flying through the air on a bicycle	a person flying through the air on a bicycle	FLICKR	FLICKR	TRAIN
7568	A person on a bike is jumping through the air and the sun is flaring beautifully through the bike frame	A person on a bike is jumping through the air and the sun is flaring through the bike frame	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person on a bike flies through the air with the sun flaring through the bike frame	FLICKR	FLICKR	TEST
7569	There is no person on a bike jumping through the air with the sun flaring through the bike frame	A person on a bike is jumping through the air and the sun is flaring through the bike frame	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person on a bike flies through the air with the sun flaring through the bike frame	FLICKR	FLICKR	TRAIN
7570	A person on a bike is jumping through the air and the sun is flaring beautifully through the bike frame	The person is flying through the air on a bicycle	ENTAILMENT	3.5	A_entails_B	B_neutral_A	a person flying through the air on a bicycle	a person on a bike flies through the air with the sun flaring through the bike frame	FLICKR	FLICKR	TEST
7571	The person is flying through the air on a bicycle	There is no person on a bike jumping through the air with the sun flaring through the bike frame	NEUTRAL	3.7	A_neutral_B	B_contradicts_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person flying through the air on a bicycle	FLICKR	FLICKR	TEST
7572	A person on a bike is jumping through the air and the sun is flaring through the bike frame	The person is flying through the air on the bicycle	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person flying through the air on a bicycle	FLICKR	FLICKR	TRAIN
7573	A person on a bike is jumping through the air and the sun is flaring through the bike frame	The person is not flying through the air on a bicycle	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person flying through the air on a bicycle	FLICKR	FLICKR	TRAIN
